emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,emb21,emb22,emb23,emb24,emb25,emb26,emb27,emb28,emb29,emb30,emb31,emb32,emb33,emb34,emb35,emb36,emb37,emb38,emb39,emb40,emb41,emb42,emb43,emb44,emb45,emb46,emb47,emb48,emb49,emb50,emb51,emb52,emb53,emb54,emb55,emb56,emb57,emb58,emb59,emb60,emb61,emb62,emb63,emb64,emb65,emb66,emb67,emb68,emb69,emb70,emb71,emb72,emb73,emb74,emb75,emb76,emb77,emb78,emb79,emb80,emb81,emb82,emb83,emb84,emb85,emb86,emb87,emb88,emb89,emb90,emb91,emb92,emb93,emb94,emb95,emb96,emb97,emb98,emb99,emb100,emb101,emb102,emb103,emb104,emb105,emb106,emb107,emb108,emb109,emb110,emb111,emb112,emb113,emb114,emb115,emb116,emb117,emb118,emb119,emb120,emb121,emb122,emb123,emb124,emb125,emb126,emb127,emb128,emb129,emb130,emb131,emb132,emb133,emb134,emb135,emb136,emb137,emb138,emb139,emb140,emb141,emb142,emb143,emb144,emb145,emb146,emb147,emb148,emb149,emb150,emb151,emb152,emb153,emb154,emb155,emb156,emb157,emb158,emb159,emb160,emb161,emb162,emb163,emb164,emb165,emb166,emb167,emb168,emb169,emb170,emb171,emb172,emb173,emb174,emb175,emb176,emb177,emb178,emb179,emb180,emb181,emb182,emb183,emb184,emb185,emb186,emb187,emb188,emb189,emb190,emb191,emb192,emb193,emb194,emb195,emb196,emb197,emb198,emb199,emb200,emb201,emb202,emb203,emb204,emb205,emb206,emb207,emb208,emb209,emb210,emb211,emb212,emb213,emb214,emb215,emb216,emb217,emb218,emb219,emb220,emb221,emb222,emb223,emb224,emb225,emb226,emb227,emb228,emb229,emb230,emb231,emb232,emb233,emb234,emb235,emb236,emb237,emb238,emb239,emb240,emb241,emb242,emb243,emb244,emb245,emb246,emb247,emb248,emb249,emb250,emb251,emb252,emb253,emb254,emb255,emb256,Unnamed: 0,track_id,name,artist,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3.8720315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8337276,5.243716,0.0,0.0,0.0,0.0,0.0,1.1610006,0.0,0.0,0.0,0.0,0.0,7.6879644,0.0,0.0,6.1604433,10.140555,0.0,0.0,7.28488,7.995037,0.0,0.0,1.2055144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9671185,0.0,0.45621997,3.5000277,0.0,0.0,0.0,2.6833065,0.0,0.0,0.0,2.9418766,0.0,0.0,0.0,1.1305823,0.0,0.0,0.0,6.3715086,5.5730457,1.6014403,8.513317,0.0,0.85159504,0.0,0.0,0.0,0.0,0.0,0.0,3.3663182,0.0,4.0502987,0.0,2.9231267,4.659554,0.0,0.0,3.3463793,0.0,2.7190692,6.8919744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.334232,2.1014526,0.0,0.92052424,0.0,0.0,0.0,0.0,0.0,2.9463184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.716569,0.0,0.0,0.0,8.7710285,0.0,0.48541296,3.1872833,0.0,0.0,0.0,0.0,0.0,3.0567086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94549423,0.0,0.0,0.0,0.0,0.0,1.8711898,0.0,5.0981193,2.3752604,0.0,4.2939305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.108792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1448418,0.0,0.0,3.1600127,4.324567,0.0,0.0,0.0,0.0,0.0,4.92173,0.0,0.0,0.0,3.0254657,0.0,0.0,0.0,0.0,0.0,2.9537015,0.0,1.8807443,1.2440126,0.0,0.0,0.0,0.0,0.0,0.0,5.214214,0.0,0.0,0.0,0.0,2.081167,0.0,0.0,0.0,0.0,12.393868,4.952383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.404482,2.4822423,0.0,0.0,0.0,0.0,1.5640097,0.0,0.0,2.648278,3.2220263,0.0,0.0,1.5570306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.405615,0.0,1.9365945,1151,TRCUTRZ128F1452776,Baba,Alanis Morissette,1998,269733,0.467,0.676,11,-7.25,1,0.0412,0.0014,1.28e-06,0.128,0.54,131.484,4
8.608707,4.876323,1.0614167,10.505,0.0,0.0,9.243405,0.0,0.0,10.300794,5.3366547,0.0,0.0,11.151731,8.703123,0.0,5.6616945,0.0,0.0,0.0,0.0,0.0,1.7519767,0.0,0.0,0.27505994,0.0,0.0,0.0,0.0,0.0,7.7812815,0.0,0.0,0.0,8.72866,0.0,0.0,0.0,9.075514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1242447,9.542241,0.0,4.367563,0.0,0.0,0.0,1.683489,0.0,0.0,0.0,1.5170444,0.0,0.0,0.0,0.0,3.777687,0.0,0.0,0.0,8.839767,0.0,0.0,0.0,8.191382,0.0,0.0,0.0,0.0,0.0,0.0,0.3018785,0.0,14.553659,1.6267608,4.3829737,10.842455,0.0,0.0,4.9073462,0.0,4.249933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5231285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5710708,0.0,3.7118294,0.0,0.0,0.0,0.0,0.0,2.021035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.634353,9.143824,0.0,5.1928,0.0,0.0,0.0,0.0,0.0,0.0,6.337999,0.0,0.0,7.276696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.782838,0.0,0.0,0.0,0.0,1.8380339,0.0,0.0,0.0,0.0,13.689006,13.342288,0.0,0.0,5.679559,0.0,0.49808502,0.0,0.0,0.0,0.0,0.0,14.65204,0.0,4.9505725,0.0,0.0,0.0,2.7679224,0.0,0.0,0.0,0.0,0.0,11.534268,8.240098,0.0,7.554652,1.161325,0.0,0.0,0.0,0.0,0.0,10.440306,0.0,0.0,0.0,13.049513,0.0,0.0,0.0,0.0,0.0,5.742575,0.0,0.75810856,10.91141,0.0,0.0,0.0,0.0,0.67247313,0.0,0.0,0.0,0.0,0.0,1.0944768,5.4322305,0.0,0.0,0.0,0.0,3.9177823,10.207016,9.677807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.098697,0.0,0.0,8.961841,0.0,0.0,8.733232,0.0,0.0,8.128076,13.439464,15.337964,0.0,5.704196,0.0,0.0,2.4739735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2020187,1141,TRXDAFX128F146AE88,Night Song,The Barnkickers,2009,178133,0.558,0.352,5,-8.41,1,0.0389,0.836,0.0,0.115,0.689,200.164,4
13.83497,0.0,5.2750816,0.0,0.0,0.0,2.5581605,0.0,7.1753135,5.8970294,2.9886487,0.0,0.0,3.6179347,1.1111108,0.0,4.112307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9984732,3.5027165,0.0,0.0,0.0,6.7422366,4.107302,0.0,7.9282417,0.0,4.7281938,3.0866926,0.0,0.0,6.008212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8496385,0.37950522,0.0,9.192959,0.0,6.9211335,0.0,8.900407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5038588,6.201889,0.0,0.0,6.0212984,0.005876586,3.5792363,1.5257215,0.0,5.1596823,0.0,0.0,0.0,0.0,0.0,0.0,5.6463165,0.0,1.6477854,5.233794,5.2332387,9.477928,0.0,0.0,10.582455,0.0,0.6828693,6.94994,0.0,0.0,0.0,0.0,7.066311,0.0,0.0,7.54788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.778995,6.3711896,3.9075475,0.0,0.0,0.0,0.0,8.428062,2.6344833,0.0,0.0,3.7520473,0.0,0.0,0.0,0.0,0.0,7.196363,2.8587432,6.4414353,4.264216,0.0,0.0,0.0,4.941839,0.0,7.5343547,10.8050785,0.0,0.0,8.118001,0.0,7.164363,2.1057026,6.3856964,0.0,0.0,0.0,1.1880049,0.0,0.0,0.0,0.0,6.1451645,0.0,7.674087,0.0,0.0,0.0,2.507142,5.6499414,0.0,7.373166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0097327,0.0,8.528672,0.0,0.0,0.0,0.0,0.0,10.3361635,0.0,6.9136057,0.0,3.173005,0.0,0.0,1.9431733,8.062862,0.0,4.49062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.325667,0.0,0.0,0.0,0.0,0.0,2.03764,0.0,4.514684,0.6907597,8.72293,0.0,0.0,0.0,3.8528244,0.0,0.0,0.0,6.9949956,0.0,0.0,3.0711396,0.0,0.0,0.0,0.0,0.0,1.526021,5.7647266,7.0514703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0927052,0.0,0.0,0.7887692,0.0,0.0,6.2722573,0.0,0.0,9.766408,4.9079137,0.814576,0.0,6.266554,0.0,0.0,5.8574953,0.0,0.0,0.0,0.0,0.0,0.0,2.1433775,0.0,3.0726762,974,TRTQHKH128F423EE8E,Insect Eyes,Devendra Banhart,2004,308706,0.5,0.343,2,-11.353,1,0.0312,0.893,0.442,0.124,0.142,111.344,4
1.573286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087638,6.4436016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.613729,0.0,0.0,7.136387,10.950187,0.0,0.0,4.680318,4.3059793,0.0,0.0,0.0,0.0,0.81380457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24020463,1.432897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6385205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25982,9.837195,0.0,5.5782785,0.0,0.30242383,0.0,0.0,0.0,0.0,0.0,0.0,3.8059795,0.0,5.899153,0.0,5.3007274,4.9135833,0.0,0.0,0.0,0.0,0.6743274,1.3890604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.317629,0.0,0.0,3.2275212,0.0,0.0,0.0,0.0,0.0,4.748217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2249026,0.0,0.0,0.0,7.502921,0.0,0.0,0.102256104,0.0,0.0,0.0,0.0,0.0,6.567455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.582878,0.0,3.8687868,4.6159134,0.0,8.361483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9485252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1464211,0.0,0.0,6.2078123,5.804094,0.0,0.0,0.0,0.0,0.0,7.0964766,0.0,0.0,0.0,3.0973837,0.0,0.0,0.0,0.0,0.0,5.014211,0.0,4.095804,5.2844896,0.0,0.0,0.0,0.0,0.0,0.0,5.199064,0.0,0.0,0.0,0.0,4.480051,0.0,0.0,0.0,0.0,18.810848,11.5116205,2.2377918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.937713,0.0033365265,0.0,0.0,0.0,0.0,3.4728625,0.0,0.0,2.3952942,2.9629626,0.0,0.0,0.16166753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.726495,0.0,1.851892,1057,TRUEOFV128F4262641,Practiced Hatred,The Locust,2004,34160,0.329,0.313,6,-10.962,1,0.226,0.00794,0.894,0.294,0.498,170.989,5
9.708938,0.0,0.0,0.0,0.0,0.0,1.7827225,0.0,0.0,1.5568894,1.6546475,0.0,0.0,0.0,0.07191152,0.0,5.4154325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5408957,0.0,0.0,0.0,0.0,7.9785986,4.2080474,0.0,0.0,0.0,5.406269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.139963,0.6964181,0.0,7.7153735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0811452,0.0,0.0,0.0,1.7263572,3.2921946,3.7869043,3.1508505,0.0,5.8981476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56214,0.0,5.8174253,7.727523,0.0,0.0,6.166256,0.0,6.130412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9931389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.109612,2.1538503,0.0,6.384808,0.0,0.0,0.0,0.0,0.0,0.0,6.1629357,0.0,0.0,1.0687052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3181041,0.0,0.0,0.0,0.0,3.8212247,0.0,0.0,0.0,0.0,2.9706547,8.085551,0.0,1.7340205,6.951368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.517268,0.0,7.441938,0.0,0.0,0.0,0.0,0.0,1.7879826,0.0,0.0,0.0,8.341153,2.3855298,0.0,1.0622926,1.3429713,0.0,0.0,0.0,0.0,0.0,7.2705483,0.0,0.0,0.0,7.7581997,0.0,0.0,0.0,0.0,0.0,0.6119552,0.0,1.311463,2.3480744,0.0,0.0,0.0,0.0,0.0,0.0,1.9308733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6947764,3.5926836,7.235535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9622899,0.0,0.0,4.8446383,0.0,0.0,2.089626,0.0,0.0,4.6325583,11.306348,2.1256783,0.0,8.81356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5910616,0.0,4.2482667,807,TRQYKGQ128F42325EE,Puff She Puff,Black Uhuru,2000,325306,0.678,0.806,4,-8.209,0,0.078,0.319,0.0823,0.978,0.85,79.614,4
6.6088343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1040006,4.1859856,0.0,0.0,0.0,0.0,0.0,3.0615425,0.0,0.0,0.0,0.0,0.0,2.713226,0.0,0.0,5.121663,3.5611167,0.0,0.0,2.3228502,7.1234593,0.0,0.0,0.073482834,0.0,1.5779027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8414874,0.0,0.0,5.990814,0.0,0.0,0.0,1.2734618,0.0,0.0,0.0,1.6807201,0.0,0.0,0.0,1.1634685,0.0,0.0,0.0,4.0904093,3.7484024,2.353655,7.439695,0.0,1.0010177,0.0,0.0,0.0,0.0,0.0,0.0,1.570048,0.0,4.831309,0.0,4.562912,4.9827514,0.0,0.0,5.3043756,0.0,3.868633,2.7613668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8221874,0.38919723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0213554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.105107,0.0,0.0,0.0,4.1426435,0.0,0.0,4.6665645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5819051,0.0,0.0,0.0,0.0,0.0,3.6698246,0.0,3.4612503,4.772272,0.0,0.43991745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.360772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2505558,0.0,0.0,1.9132706,2.732776,0.0,0.0,0.0,0.0,0.0,5.3076477,0.0,0.0,0.0,4.2429004,0.0,0.0,0.0,0.0,0.0,1.2784749,0.0,1.9495274,1.7432638,0.0,0.0,0.0,0.0,0.0,0.0,4.561455,0.0,0.0,0.0,0.0,0.9453359,0.0,0.0,0.0,0.0,7.7912607,4.002797,2.395483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8715355,1.2925209,0.0,1.3047304,0.0,0.0,2.018941,0.0,0.0,4.314678,5.938861,0.0,0.0,4.0988026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.809489,0.0,2.6998944,1229,TRFORFZ128F9311116,White Is In The Winter Night,Enya,2008,180173,0.744,0.528,11,-8.583,1,0.0452,0.809,0.00624,0.1,0.969,171.282,4
4.840302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7720099,1.4227878,4.1739054,0.0,0.0,0.0,0.0,0.0,1.3913203,0.0,0.0,0.0,0.0,0.0,6.149509,0.0,0.0,4.7403526,11.021392,0.0,0.0,7.941673,8.852867,0.0,0.0,1.5892105,0.0,0.507351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99046564,0.0,0.0,4.1833706,0.0,0.20742464,0.0,4.6476083,0.0,0.0,0.0,1.5869852,0.0,0.0,0.0,1.330323,0.0,0.0,0.0,6.286915,4.4644814,2.3944643,7.207998,0.0,1.2411057,0.0,0.0,0.0,0.0,0.0,0.0,4.0665016,0.0,4.515809,0.0,4.0190325,4.2608438,0.0,0.0,4.193215,0.0,2.0009944,8.421795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2923093,3.8500774,0.0,0.22475727,0.0,0.0,0.0,0.0,0.0,1.4563692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.568131,0.0,0.0,0.0,9.288894,0.0,1.0694503,4.1774645,0.0,0.0,0.0,0.0,0.0,1.6070905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.222589,0.0,0.0,0.0,0.0,0.0,2.4137435,0.0,4.348991,3.819765,0.0,3.2928064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.513041,0.0,0.0,0.0,0.0,0.0,1.4686201,0.0,0.0,0.0,1.9107776,0.0,0.0,1.9790336,4.572968,0.0,0.0,0.0,0.0,0.28198916,4.3459682,0.0,0.0,0.0,3.589147,0.0,0.0,0.0,0.0,0.0,2.3561232,0.0,1.3791741,0.0,2.0096767,0.0,0.0,0.0,0.0,0.0,3.64777,0.0,1.6635501,0.0,0.0,1.4915575,0.0,0.0,0.0,0.0,10.705768,4.092266,0.31894058,2.6618693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.900902,0.0,0.0,0.0,0.0,0.0,1.0964189,0.0,0.0,2.8860283,3.2223454,0.0,0.0,2.1338286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6366568,0.0,1.4346206,1480,TREFYBN128F933F178,Noetavaeno,Verjnuarmu,2006,217986,0.499,0.924,11,-4.417,0,0.047,4.76e-06,0.064,0.076,0.384,135.977,4
8.081091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0973996,3.076107,0.0,0.0,0.0,0.0,0.0,4.1333776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8751576,1.9369916,0.0,0.0,0.0,6.579059,0.98593175,0.0,0.0,0.0,4.703915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7074177,0.38724768,0.0,6.64727,0.0,0.0,0.0,1.5364687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22137171,0.0,0.0,0.0,3.7139223,3.2929366,2.2230432,4.5555387,0.0,2.7496703,0.0,0.0,0.0,0.0,0.0,0.0,2.8594046,0.0,6.272242,0.0,6.829155,5.953817,0.0,0.0,5.2655287,0.0,3.327884,0.6439086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4143558,0.21920526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6902457,0.2909769,0.0,7.138396,0.0,0.0,0.0,3.2621896,0.0,0.0,5.412267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0810704,0.0,0.0,0.0,0.0,0.5632175,5.7795005,0.0,2.7633958,7.421569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.342176,0.0,6.628448,0.0,0.0,0.0,0.0,0.0,2.76494,0.0,0.0,0.0,5.521559,0.0,0.0,2.188336,4.2993836,0.0,0.0,0.0,0.0,0.0,5.5120955,0.0,0.0,0.0,5.3622804,0.0,0.0,0.0,0.0,0.0,0.6150059,0.0,3.9474397,2.6649585,0.0,0.0,0.0,0.0,0.0,0.0,1.7727928,0.0,0.0,0.0,0.0,1.9536537,0.0,0.0,0.0,0.0,5.462464,4.7152257,4.7347436,0.9809517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.069423,0.0,0.0,3.3705869,0.0,0.0,2.9784575,0.0,0.0,5.2419205,8.003839,0.0,0.0,6.7797966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.432803,0.0,2.5349374,1436,TRHZPUX128F42BC0F0,Lonely Carousel,Rodrigo Leão,2013,216680,0.56,0.377,7,-10.775,0,0.0491,0.438,1.35e-06,0.104,0.349,102.523,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363247,7.3567414,0.0,0.0,0.0,0.0,0.0,0.40557367,0.0,0.0,0.0,0.0,0.0,14.307466,0.0,0.0,9.496631,13.822186,0.0,0.0,8.164991,7.7472568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33032036,0.0,6.2874813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.906993,0.0,0.0,0.0,3.2002823,0.0,0.0,0.0,8.627422,9.770883,3.0012498,12.548595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5414243,0.0,7.236938,0.0,0.0,5.3958836,0.0,0.0,0.45537344,0.0,4.637191,5.1857457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.813555,0.0,0.0,2.6945887,0.0,0.0,0.0,0.0,0.0,4.139999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.861958,0.0,0.0,0.078684136,0.0,0.0,0.0,0.0,0.0,6.589928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1236334,0.0,3.9748242,0.0,0.0,11.265906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5491148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1192436,0.0,0.0,7.105471,3.5504038,0.0,0.0,0.0,0.0,0.0,7.7817,0.0,0.0,0.0,2.0975654,0.0,0.0,0.0,0.0,0.0,6.6909614,0.0,1.6612383,3.1743832,0.0,0.0,0.0,0.0,0.0,0.0,9.335533,0.0,0.0,0.0,0.0,5.206264,0.0,0.0,0.0,0.0,19.346638,7.484366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.608788,7.1363187,0.0,2.9203296,0.0,0.0,0.94243383,1.9739565,0.0,0.10507455,3.7057188,0.0,0.0,0.49983972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.806667,0.0,2.083174,179,TRUDNWA128EF367153,Still Life,Iron Maiden,1983,293533,0.245,0.768,9,-8.413,0,0.13,0.109,0.000134,0.464,0.181,159.02,4
3.8813999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2805767,7.0300026,0.0,0.0,0.0,0.0,0.0,1.088965,0.0,0.0,0.0,0.0,0.0,8.6292715,0.0,0.0,10.277631,13.566144,0.0,0.0,6.9448924,8.579228,0.0,0.0,0.6988391,0.0,1.5046374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2738101,0.0,1.1621072,2.8296905,0.0,0.0,0.0,0.8492093,0.0,0.0,0.0,4.1290326,0.0,0.0,0.0,2.1951232,0.0,0.0,0.0,12.227633,7.3636646,3.3187127,11.684331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2790332,0.0,4.679479,0.0,3.8596125,1.3856944,0.0,0.0,2.7426355,0.0,4.066872,6.8044424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.742792,0.6442987,0.0,2.5603397,0.0,0.0,0.0,0.0,0.0,5.256416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9437695,0.0,0.0,0.0,10.561308,0.0,0.0,2.0070088,0.0,0.0,0.0,0.0,0.0,5.879391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.349578,0.0,0.0,0.0,0.0,0.0,3.187364,0.0,5.3841295,3.0139341,0.0,6.1077127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9607012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.112507,0.0,0.0,5.5753365,10.690794,0.0,0.0,0.0,0.0,0.0,6.594839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1832056,0.0,4.5753613,4.171999,0.0,0.0,0.0,0.0,0.0,0.0,7.525223,0.0,0.0,0.0,0.0,6.780321,0.0,0.0,0.0,0.0,14.054048,7.6405573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6948116,6.248749,0.0,4.1137724,0.0,0.0,1.4941211,0.0,0.0,3.5178592,3.302943,0.0,0.0,2.858913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.230527,0.0,5.246742,1355,TRLLBJZ128F932ECB1,Sweet 16,Green Day,2012,183813,0.519,0.96,0,-3.352,1,0.0537,0.000571,3.88e-06,0.294,0.774,157.993,4
